summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220933758,2/22/2017,"CRUSHED,MACHINE GUARDING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220926166,1/23/2017,"PRESS,PRESS BRAKE,FINGER,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220931281,1/18/2017,"PPE,LOCKOUT/TAGOUT,JAMMED,MOLDING MACHINE,AMPUTATION,HOPPER,GLOVE,CAUGHT IN,ROTATING PARTS,AUGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220927404,1/14/2017,"CONVEYOR,FINGER,LOCKOUT/TAGOUT,MACHINE GUARDING",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220862114,6/19/2016,"CAUGHT IN,RIB,CRUSHED,ROBOTICS,LOCKOUT/TAGOUT,CAUGHT BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,28,Lungs (Puncture),2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220811624,11/19/2015,"CAUGHT IN,ASPHYXIATED,CRUSHING",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",1,Abdomen,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220827919,10/19/2015,"CRUSHING,MAINTENANCE,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,1,Abdomen,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220937270,3/1/2017,"CAUGHT IN,WORK RULES,LOCKOUT/TAGOUT,AMPUTATION,MACHINE GUARDING,FINGER,VALVE,ROTATING PARTS,UNGUARDED,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220978902,2/25/2017,"AMPUTATED,AMPUTATION,GUARD,LOCKOUT/TAGOUT,FINGER,ACCIDENTAL DISCHARGE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220934343,2/8/2017,"CAUGHT IN,AIR PRESSURE,JAMMED,AMPUTATION,FINGER,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,3,Shear Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220897896,8/12/2016,"CAUGHT IN,LOCKOUT,SHEARING MACHINE,CRUSHED,MACHINE GUARDING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,3,Shear Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220842645,1/16/2016,"BALER,DECAPITATED,AGRICULTURE MACHINERY/VEHICLE,LOCKOUT,MACHINE GUARDING,AGRICULTURE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,3,Shear Point Action,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220857627,6/3/2016,"STRUCK BY,FACE,PRESSURE VESSEL,PRESSURE PIPING,CYLINDER",0, ,0, ,0, ,0, ,Fatal,7,Laceration,9,Face,1,Struck-by,5,Flying Object Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220860977,6/17/2016,"STRUCK BY,CRUSHED,FALLING OBJECT,LOCKOUT/TAGOUT,HEAD,FAN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220850143,5/3/2016,"STRUCK BY,TAILGATE,DUMP TRUCK BED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220923494,1/20/2017,"CAUGHT IN,GUARD,MILLING MACHINE,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,6,Overhead Moving/Falling Object Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220844245,12/23/2015,"PIPE,COMPRESSED GAS,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,9,Face,1,Struck-by,7,Gas/Vapor/Mist/Fume/Smoke/Dust,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,1803,0
220944540,4/1/2017,"PROPANE,BURN,MAINTENANCE,OVEN,FIRE,TANK",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,20,Neck,2,Caught in or between,7,Gas/Vapor/Mist/Fume/Smoke/Dust,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220816573,12/9/2015,"STRUCK BY,NECK,CHEST",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220805626,10/23/2015,"STRUCK BY,EQUIPMENT OPERATOR,HEAD,AIR PRESSURE,ELEVATED WORK PLATFORM",B,Multi-family dwelling,40,40,G,"$10,000,000 to $20,000,000",A,New project or new addition,Fatal,6,Head Trauma,13,Head,1,Struck-by,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,26
220943997,3/31/2017,"PINNED,POWERED INDUSTRIAL VEHICLE,FALL,TRAILER,CRUSHED",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,2,Caught in or between,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220922843,1/17/2017,"SKIN,ARM,CAUGHT BY,TENDON,CONVEYOR,LOCKOUT/TAGOUT,MATERIAL HANDLING,CONVEYOR BELT",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,12,Hand,2,Caught in or between,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220906200,11/15/2016,"CRUSHING,LOCKOUT/TAGOUT,MATERIAL HANDLING,CAUGHT BETWEEN,BROKEN CHAIN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220864664,6/27/2016,"CAUGHT IN,MATERIAL HANDLING,CRUSHING,ASPHYXIATED,SCRAP METAL,MACHINE GUARDING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220860589,6/15/2016,"STRUCK BY,CRUSHED,LOCKOUT/TAGOUT,MAINTENANCE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220968390,1/25/2017,"ELECTRICAL,FALL",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,5,Fall (from elevation),8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220815831,12/9/2015,"SHOCK,ELECTRICAL,FALL,LADDER,STRUCK AGAINST",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220943492,3/22/2017,"AERIAL LIFT,FACE,POWERED INDUSTRIAL VEHICLE,FALL",B,Multi-family dwelling,0, ,0, ,A,New project or new addition,Nonfatal,12,"Fracture, Broken Bones",9,Face,5,Fall (from elevation),8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,17
220930572,2/9/2017,"CRUSHING,RUN OVER,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,6,Struck against,8,Materials Handling Equip./Method,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220826846,1/23/2016,"BURN,EMBOLISM,MAINTENANCE",0, ,0, ,0, ,0, ,Fatal,4,Chemical Burn,16,Left Leg,14,Other,9,Chemical Action/Reaction Expos,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220900187,10/10/2016,"CHEMICAL,LOCKOUT/TAGOUT,MATERIAL HANDLING,ETHANOL,COMBUSTIBLE LIQUID",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,19,Internal Injuries,14,Other,10,Flammable Liquid/Solid Exposure,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220939250,3/14/2017,"STRUCK BY,MATERIAL HANDLING,LOCKOUT/TAGOUT,BOILER,HEAT,FLOWING MATERIAL",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,21,Shoulder,1,Struck-by,11,Temperature +/- Tolerance Lev.,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220928295,1/19/2017,"STRUCK BY,HOT WATER,TORSO,ACCIDENTAL DISCHARGE,BURN,LOCKOUT/TAGOUT,ARM",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,3,Back,1,Struck-by,11,Temperature +/- Tolerance Lev.,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220934608,2/15/2017,"POT,BURN,COOKER,HOT WATER",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,11,Feet,14,Other,11,Temperature +/- Tolerance Lev.,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220970354,1/17/2017,"SLIP,STRUCK AGAINST,FAN BLADE,FRACTURE,HAND,ROOF,AMPUTATION,LOCKOUT/TAGOUT,FINGER,ELEVATED WORK PLATFORM,SLIPPERY SURFACE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,1,Struck-by,13,Work-Surface/Facility-Layout Condition,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220931018,12/23/2016,"ELECTRICAL,AIR PRESSURE,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,13,Work-Surface/Facility-Layout Condition,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220839757,3/26/2016,"CAUGHT IN,STRUCK BY,LOCKOUT/TAGOUT,SKULL,CRUSHING",0, ,0, ,0, ,0, ,Fatal,7,Laceration,22,Multiple,1,Struck-by,14,Illumination,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220945968,4/10/2017,"REPAIR,AERIAL LIFT,ELECTRICAL,ELECTRIC SHOCK,FINGER,LIGHTING FIXTURE,LOCKOUT/TAGOUT,ELECTRICIAN,ELECTRIC ARC,CONSTRUCTION",0, ,0, ,0, ,0, ,Nonfatal,10,Electrocution,12,Hand,13,Shock,14,Illumination,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,8870,0
220921837,12/6/2016,"PRESSURE RELEASE,LOCKOUT/TAGOUT,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,19,Internal Injuries,1,Struck-by,15,Overpressure/Underpressure,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,10,0
220788277,7/26/2015,"STRUCK BY,HOSE,AIR PRESSURE,DIE CASTING MACHINE,VALVE,NITROGEN",0, ,0, ,0, ,0, ,Fatal,18,Puncture,20,Neck,1,Struck-by,15,Overpressure/Underpressure,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220783997,7/17/2015,"BEAM,AIR PRESSURE,LOCKOUT/TAGOUT,OIL WELL DRILLING/SERVICING,FALL PROTECTION,FALL",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),15,Overpressure/Underpressure,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220943187,2/23/2017,"STRUCK BY,FINGER,LOADER,AMPUTATION,LOCKOUT/TAGOUT,STRUCK AGAINST",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,16,Sound Level,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220919849,1/9/2017,"TREE TRIMMING,FALLING OBJECT,POWER LINES,CHAIN SAW,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,21,Shoulder,1,Struck-by,17,"Weather, Earthquake, Etc.",13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220936975,3/6/2017,"STRUCK BY,ARM,COMPRESSED GAS,NATURAL GAS,AMPUTATION,PRESSURE VESSEL,LOCKOUT/TAGOUT,LADDER,EXPLOSION",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,9,Face,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220966642,1/17/2017,"PALLET,HOSE,LOCKOUT,POWERED INDUSTRIAL VEHICLE,FRACTURE,RIB,ROBOT,ARM,CONVEYOR,STRUCK BY,PALLETIZED CARGO",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",2,Arm,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220861082,4/29/2016,"SUSPENDED LOAD,STRUCK BY,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",9,Face,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220855845,1/26/2016,"STRUCK BY,CHEST,FOUNDRY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220812077,11/17/2015,"CAUGHT IN,CRUSHING,SAFETY BLOCK,STRUCK BY,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220940175,3/14/2017,"PRESS,CAUGHT IN,STRUCK BY,DIE,AMPUTATION,DIE CUTTING PRESS,BURN,CRUSHING",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,12,Hand,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220939227,3/11/2017,"CAUGHT IN,AMPUTATION,SPROCKET,LOCKOUT/TAGOUT,CHAIN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220936967,3/2/2017,"CAUGHT IN,AMPUTATED,CRUSHED,AMPUTATION,LOCKOUT,MACHINE GUARDING,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220945240,2/23/2017,"CAUGHT IN,CRUSHING,VEHICLE,FALLING OBJECT,LOCKOUT/TAGOUT,MATERIAL HANDLING,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,STRUCK BY",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220930127,1/16/2017,"CAUGHT IN,FINGER,LOCKOUT/TAGOUT,BELT,SWEEPER,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220906937,11/10/2016,"CAUGHT IN,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220875579,5/27/2016,"CAUGHT IN,LOCKOUT/TAGOUT,HYDRAULIC LIFT,ASPHYXIATED,CRUSHED",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",28,Lungs (Puncture),2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220830236,2/15/2016,"PINNED,CRUSHED,LOCKOUT/TAGOUT,BALER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220830541,2/15/2016,"CAUGHT IN,STRUCK BY,LOCKOUT/TAGOUT,CRUSHING",0, ,0, ,0, ,0, ,Fatal,18,Puncture,28,Lungs (Puncture),2,Caught in or between,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220937908,3/7/2017,"SHOCK,ELECTRIC SHOCK,ELECTRICIAN,ELECTRICAL WORK,ELECTRICAL,SHOULDER,TRANSFORMER,BURN,BACK",0, ,0, ,0, ,0, ,Nonfatal,10,Electrocution,21,Shoulder,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220868590,7/14/2016,"AIR CONDITIONER,ELECTRIC SHOCK,ELECTRICIAN,LOCKOUT/TAGOUT,ELECTROCUTED,ELECTRICAL WORK,ELEC CIRC PART--MISC,ELECTRICAL,E GI IV",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,15,Knee,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220860746,6/15/2016,"BURN,ELECTRICAL CABINET,FACE,ELECTROCUTED,ELECTRIC SHOCK,ELECTRICAL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,9,Face,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220860340,6/9/2016,"AIR CONDITIONER,ELECTROCUTED,ELECTRICAL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,4,Whole Body,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220806707,10/27/2015,"AIR CONDITIONER,ELECTROCUTED,ELECTRIC SHOCK,BURN",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220789929,8/15/2015,ELECTRIC SHOCK,0, ,0, ,0, ,0, ,Fatal,10,Electrocution,13,Head,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0
220788194,8/11/2015,ELECTRICAL,0, ,0, ,0, ,0, ,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220788210,8/11/2015,"ELECTRICAL,ELECTROCUTED,MAINTENANCE,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220872931,7/19/2016,"ELECTRICAL,ELECTRICIAN,ELECTROCUTED,LOCKOUT",H,Other building,1,1,0, ,E,Other,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,10
220792394,9/1/2015,"ELECTRIC SHOCK,ELECTROCUTED",C,Commercial building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,10,Electrocution,31,Heart,13,Shock,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,9
220906689,8/15/2016,"BLADE,GRAIN ELEVATOR,FOOT,MACHINE GUARDING,AMPUTATION,LOCKOUT/TAGOUT,EMBOLISM",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,28,Lungs (Puncture),14,Other,18,Other,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0
220951461,4/15/2017,"ARM,CONFINED SPACE,FRACTURE,FINGER,EMERGENCY RESPONSE,CAUGHT BETWEEN,LOCKOUT/TAGOUT,LACERATION,HAND",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,1,Struck-by,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220943120,3/29/2017,"CAUGHT IN,STRUCK BY,RUN OVER,RIDING ON EQUIPMENT,CRUSHING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,1,Struck-by,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220959910,3/15/2017,"PISTON,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220900708,10/31/2016,"PINNED,CRUSHING,DOCK,CAUGHT BETWEEN,STRUCK BY,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220900773,10/28/2016,"STRUCK BY,TRACTOR TRAILER,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220953608,5/1/2017,"LOCKOUT/TAGOUT,MACHINE GUARDING,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220951685,4/20/2017,"PPE,MATERIAL HANDLING,FINGER,TANK,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220959514,4/19/2017,"CAUGHT IN,CAUGHT BETWEEN,FINGER,AMPUTATION,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220949721,4/18/2017,"ABRASION,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,ENTANGLED,MACHINE GUARDING,LACERATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220949739,4/14/2017,"CAUGHT IN,DRILL,WRIST,DISLOCATED",0, ,0, ,0, ,0, ,Nonfatal,9,Dislocation,24,Wrist,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220946503,4/8/2017,"CAUGHT IN,ARM,FRACTURE,PRESS BRAKE,MACHINE GUARDING,FOOT-POWERED PRESS,UNSTABLE POSITION,UNGUARDED LIVE PARTS",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",2,Arm,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220942585,3/28/2017,"AMPUTATED,FINGER,CAUGHT BETWEEN,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220950141,3/25/2017,"AMPUTATED,DRILL,CAUGHT BY,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220948806,3/25/2017,"BLADE,LOCKOUT/TAGOUT,AMPUTATION,LACERATION,FINGER,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220941710,3/20/2017,"SKIDDER,AMPUTATED,STEEL,CAUGHT BETWEEN,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220942049,3/16/2017,"CAUGHT IN,ROTATING PARTS,ROLLER--MACH/PART,THUMB,FRACTURE,MACHINE GUARDING,NIP POINT,LACERATION,LOCKOUT/TAGOUT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220941165,3/16/2017,"PELVIS,CAUGHT BETWEEN,CRUSHED,MACHINE GUARDING,LOCKOUT/TAGOUT,CHEST",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",19,Internal Injuries,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220939011,3/11/2017,"ROTATING PARTS,LOCKOUT/TAGOUT,FINGER,HAND,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220963292,3/5/2017,"SCREW JACK,CAUGHT BY,FINGER,LOCKOUT/TAGOUT,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220951040,3/3/2017,"CRUSHING,TRAILER,TRACTOR TRAILER,TRAILER TRUCK,AMPUTATION,MAINTENANCE,FINGER,CRUSHED,CAUGHT BETWEEN,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220937718,3/1/2017,"PIPE,AMPUTATION,MACHINE GUARDING,CAUGHT IN,FINGER,HAND,FORMING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220936876,2/28/2017,"PINNED,CAUGHT IN,CRUSHING,GUARD,AMPUTATION,FINGER,CONVEYOR,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
